Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality
EH13 9LQ,Yes,55.905827,-3.222378,323676,668754,NT236687,"Colinton/Fairmilehead","",1980-01-01,,141,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LR,Yes,55.904782,-3.220825,323771,668636,NT237686,"Colinton/Fairmilehead","",1980-01-01,,150,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LS,Yes,55.905021,-3.221153,323751,668663,NT237686,"Colinton/Fairmilehead","",1980-01-01,,149,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LT,Yes,55.904589,-3.221235,323745,668615,NT237686,"Colinton/Fairmilehead","",1980-01-01,,151,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LU,Yes,55.903855,-3.220972,323760,668533,NT237685,"Colinton/Fairmilehead","",1980-01-01,,156,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LW,Yes,55.904986,-3.220176,323812,668658,NT238686,"Colinton/Fairmilehead","",1980-01-01,,149,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LX,Yes,55.904366,-3.222411,323671,668592,NT236685,"Colinton/Fairmilehead","",1980-01-01,,151,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9LY,Yes,55.904783,-3.222952,323638,668639,NT236686,"Colinton/Fairmilehead","",1980-01-01,,146,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NB,Yes,55.907381,-3.227786,323341,668933,NT233689,"Colinton/Fairmilehead","",1980-01-01,,125,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9ND,Yes,55.906874,-3.226809,323401,668876,NT234688,"Colinton/Fairmilehead","",1980-01-01,,127,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NE,Yes,55.905736,-3.225158,323502,668747,NT235687,"Colinton/Fairmilehead","",1980-01-01,,141,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NF,Yes,55.905023,-3.238076,322693,668682,NT226686,"Colinton/Fairmilehead","",1996-06-01,,139,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NG,Yes,55.902974,-3.221904,323700,668436,NT237684,"Colinton/Fairmilehead","",1980-01-01,,161,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NH,Yes,55.904188,-3.228133,323313,668578,NT233685,"Colinton/Fairmilehead","",1980-01-01,,153,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NJ,Yes,55.904181,-3.230596,323159,668580,NT231685,"Colinton/Fairmilehead","",1980-01-01,,149,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NL,Yes,55.903397,-3.230843,323142,668493,NT231684,"Colinton/Fairmilehead","",1980-01-01,,156,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NN,Yes,55.903702,-3.230948,323136,668527,NT231685,"Colinton/Fairmilehead","",1980-01-01,,153,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NP,Yes,55.903684,-3.224614,323532,668518,NT235685,"Colinton/Fairmilehead","",1980-01-01,,159,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NQ,Yes,55.904134,-3.225444,323481,668569,NT234685,"Colinton/Fairmilehead","",1980-01-01,,155,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NR,Yes,55.903423,-3.22459,323533,668489,NT235684,"Colinton/Fairmilehead","",1980-01-01,,159,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NS,Yes,55.903402,-3.22766,323341,668490,NT233684,"Colinton/Fairmilehead","",1980-01-01,,160,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NT,Yes,55.903118,-3.228243,323304,668459,NT233684,"Colinton/Fairmilehead","",1980-01-01,,162,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NU,Yes,55.902692,-3.227701,323337,668411,NT233684,"Colinton/Fairmilehead","",1980-01-01,,165,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NW,Yes,55.903721,-3.227653,323342,668526,NT233685,"Colinton/Fairmilehead","",1980-01-01,,157,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NX,Yes,55.902693,-3.230245,323178,668414,NT231684,"Colinton/Fairmilehead","",1980-01-01,,164,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NY,Yes,55.902742,-3.228935,323260,668418,NT232684,"Colinton/Fairmilehead","",1980-01-01,,165,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9NZ,Yes,55.902362,-3.226491,323412,668373,NT234683,"Colinton/Fairmilehead","",1980-01-01,,166,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PA,No,55.902868,-3.22622,323430,668429,NT234684,"Colinton/Fairmilehead","",1980-01-01,2000-07-01,163,Scotland,2019-02-23,"Within the building of the matched address by visual inspection of Landline maps"
EH13 9PB,Yes,55.902802,-3.224762,323521,668420,NT235684,"Colinton/Fairmilehead","",1980-01-01,,163,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PD,Yes,55.90252,-3.224193,323556,668388,NT235683,"Colinton/Fairmilehead","",1980-01-01,,164,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PE,No,55.903035,-3.223026,323630,668444,NT236684,"Colinton/Fairmilehead","",1980-01-01,2002-03-01,161,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PF,Yes,55.903717,-3.223111,323626,668520,NT236685,"Colinton/Fairmilehead","",1980-01-01,,159,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PH,Yes,55.905225,-3.236771,322775,668703,NT227687,"Colinton/Fairmilehead","",1980-01-01,,137,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PJ,Yes,55.904557,-3.235246,322869,668627,NT228686,"Colinton/Fairmilehead","",1980-01-01,,142,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PL,No,55.903844,-3.236487,322790,668549,NT227685,"Colinton/Fairmilehead","",1973-08-01,1992-01-01,147,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH13 9PN,Yes,55.904325,-3.233255,322993,668599,NT229685,"Colinton/Fairmilehead","",2013-07-01,,147,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PP,Yes,55.905506,-3.231149,323127,668728,NT231687,"Colinton/Fairmilehead","",1980-01-01,,136,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PQ,Yes,55.903082,-3.223683,323589,668450,NT235684,"Colinton/Fairmilehead","",2001-06-01,,161,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PR,Yes,55.905079,-3.23072,323153,668680,NT231686,"Colinton/Fairmilehead","",1980-01-01,,141,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PS,Yes,55.904668,-3.231395,323110,668635,NT231686,"Colinton/Fairmilehead","",1980-01-01,,144,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PT,Yes,55.904483,-3.230941,323138,668614,NT231686,"Colinton/Fairmilehead","",1980-01-01,,146,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PU,Yes,55.904433,-3.229644,323219,668607,NT232686,"Colinton/Fairmilehead","",1980-01-01,,148,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PW,Yes,55.904915,-3.232666,323031,668664,NT230686,"Colinton/Fairmilehead","",1980-01-01,,142,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PX,Yes,55.904465,-3.227422,323358,668608,NT233686,"Colinton/Fairmilehead","",1980-01-01,,151,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PY,Yes,55.904763,-3.227191,323373,668641,NT233686,"Colinton/Fairmilehead","",1980-01-01,,149,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9PZ,Yes,55.904454,-3.22491,323515,668604,NT235686,"Colinton/Fairmilehead","",1980-01-01,,153,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QA,Yes,55.904771,-3.224632,323533,668639,NT235686,"Colinton/Fairmilehead","",1980-01-01,,150,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QB,Yes,55.905488,-3.225662,323470,668720,NT234687,"Colinton/Fairmilehead","",1980-01-01,,143,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QD,Yes,55.905379,-3.226763,323401,668709,NT234687,"Colinton/Fairmilehead","",1980-01-01,,144,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QE,Yes,55.905341,-3.227833,323334,668706,NT233687,"Colinton/Fairmilehead","",1980-01-01,,144,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QF,Yes,55.906164,-3.227315,323368,668797,NT233687,"Colinton/Fairmilehead","",1980-01-01,,135,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QG,Yes,55.905866,-3.228346,323303,668765,NT233687,"Colinton/Fairmilehead","",1980-01-01,,138,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QH,Yes,55.906581,-3.226464,323422,668843,NT234688,"Colinton/Fairmilehead","",1980-01-01,,133,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QJ,Yes,55.905769,-3.236213,322811,668763,NT228687,"Colinton/Fairmilehead","",1987-09-01,,133,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QL,Yes,55.905479,-3.235564,322851,668730,NT228687,"Colinton/Fairmilehead","",1987-09-01,,135,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QN,Yes,55.901739,-3.239363,322606,668318,NT226683,"Colinton/Fairmilehead","",2005-08-01,,146,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QP,No,55.896544,-3.238654,322640,667739,NT226677,"Colinton/Fairmilehead","",1980-01-01,1997-06-01,175,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH13 9QQ,Yes,55.906368,-3.228521,323293,668821,NT232688,"Colinton/Fairmilehead","",1980-01-01,,132,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QR,Yes,55.901088,-3.232593,323028,668238,NT230682,"Colinton/Fairmilehead","",1990-09-01,,169,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QS,No,55.90117,-3.234307,322921,668249,NT229682,"Colinton/Fairmilehead","",1980-01-01,2010-03-01,168,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QT,Yes,55.913179,-3.232993,323027,669584,NT230695,"Colinton/Fairmilehead","",1983-08-01,,121,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QU,Yes,55.912726,-3.228899,323282,669529,NT232695,"Colinton/Fairmilehead","",1987-03-01,,117,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QW,Yes,55.901757,-3.23938,322605,668320,NT226683,"Colinton/Fairmilehead","",1980-01-01,,155,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9QX,Yes,55.912643,-3.227312,323381,669518,NT233695,"Colinton/Fairmilehead","",1987-03-01,,117,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9WA,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2006-10-01,2006-11-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9WW,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2010-06-01,2011-06-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9WX,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2004-07-01,2006-01-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9YA,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",1996-06-01,1997-06-01,59,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH13 9YB,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",1996-06-01,1997-06-01,59,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH13 9YD,No,55.908407,-3.22769,323349,669047,NT233690,"Colinton/Fairmilehead","",1997-12-01,1998-12-01,120,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH13 9YE,No,55.908407,-3.22769,323349,669047,NT233690,"Colinton/Fairmilehead","",2000-06-01,2001-03-01,120,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH13 9YF,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2000-12-01,2003-07-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9YG,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",1996-06-01,2005-09-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9YH,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2000-12-01,2001-08-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9YL,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2007-06-01,2007-07-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9YN,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2002-12-01,2005-09-01,59,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH13 9YP,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2003-08-01,2004-08-01,59,Scotland,2019-02-23,"Imputed by ONS by reference to surrounding postcode grid references"
EH13 9YQ,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2003-11-01,2006-04-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH13 9YR,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2004-03-01,2006-04-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AA,No,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",2008-03-01,2011-03-01,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AB,Yes,55.929868,-3.248344,322101,671459,NT221714,"Fountainbridge/Craiglockhart","",2010-07-01,,54,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AD,Yes,55.930095,-3.246302,322229,671482,NT222714,"Fountainbridge/Craiglockhart","",2016-10-01,,55,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AE,No,55.925887,-3.234484,322959,671000,NT229710,"Fountainbridge/Craiglockhart","",1992-02-01,1994-12-01,79,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH14 1AF,Yes,55.925887,-3.2345,322958,671000,NT229710,"Fountainbridge/Craiglockhart","",1991-07-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AG,Yes,55.928453,-3.227748,323385,671278,NT233712,"Morningside","",2004-05-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AH,Yes,55.928841,-3.228432,323343,671322,NT233713,"Morningside","",1980-01-01,,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AJ,Yes,55.926874,-3.229234,323289,671104,NT232711,"Fountainbridge/Craiglockhart","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AL,Yes,55.927975,-3.229701,323262,671227,NT232712,"Fountainbridge/Craiglockhart","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AN,Yes,55.927436,-3.229732,323259,671167,NT232711,"Fountainbridge/Craiglockhart","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AP,Yes,55.926449,-3.230453,323212,671058,NT232710,"Fountainbridge/Craiglockhart","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AQ,No,55.923338,-3.24495,322300,670728,NT222707,"Fountainbridge/Craiglockhart","",2002-01-01,2002-03-01,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AR,Yes,55.926869,-3.230691,323198,671105,NT231711,"Fountainbridge/Craiglockhart","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AS,No,55.927659,-3.233468,323026,671196,NT230711,"Fountainbridge/Craiglockhart","",1980-01-01,2013-09-01,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AT,Yes,55.926502,-3.23324,323038,671067,NT230710,"Fountainbridge/Craiglockhart","",1980-01-01,,78,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AU,Yes,55.926254,-3.231967,323117,671038,NT231710,"Fountainbridge/Craiglockhart","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AW,Yes,55.927263,-3.230799,323192,671149,NT231711,"Fountainbridge/Craiglockhart","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AX,Yes,55.92533,-3.23181,323125,670935,NT231709,"Fountainbridge/Craiglockhart","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AY,Yes,55.925441,-3.23239,323089,670948,NT230709,"Fountainbridge/Craiglockhart","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1AZ,Yes,55.925589,-3.232907,323057,670965,NT230709,"Fountainbridge/Craiglockhart","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BA,Yes,55.926861,-3.227874,323374,671101,NT233711,"Fountainbridge/Craiglockhart","",1989-04-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BB,Yes,55.924294,-3.233922,322991,670822,NT229708,"Fountainbridge/Craiglockhart","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BD,Yes,55.924077,-3.234923,322928,670799,NT229707,"Fountainbridge/Craiglockhart","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BE,Yes,55.924609,-3.234716,322942,670858,NT229708,"Fountainbridge/Craiglockhart","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BF,Yes,55.929889,-3.245383,322286,671458,NT222714,"Fountainbridge/Craiglockhart","",2017-04-01,,57,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BG,Yes,55.925646,-3.233453,323023,670972,NT230709,"Fountainbridge/Craiglockhart","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BJ,Yes,55.922208,-3.236752,322810,670593,NT228705,"Fountainbridge/Craiglockhart","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BL,Yes,55.92006,-3.237676,322748,670355,NT227703,"Fountainbridge/Craiglockhart","",1980-01-01,,106,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BN,Yes,55.91967,-3.237151,322780,670311,NT227703,"Fountainbridge/Craiglockhart","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BP,Yes,55.922138,-3.238302,322713,670587,NT227705,"Fountainbridge/Craiglockhart","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BQ,Yes,55.920123,-3.23947,322636,670364,NT226703,"Fountainbridge/Craiglockhart","",1987-03-01,,103,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BR,Yes,55.923471,-3.23804,322732,670735,NT227707,"Fountainbridge/Craiglockhart","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BS,Yes,55.922054,-3.239467,322640,670579,NT226705,"Fountainbridge/Craiglockhart","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BT,Yes,55.922074,-3.24022,322593,670582,NT225705,"Fountainbridge/Craiglockhart","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BU,Yes,55.923837,-3.237364,322775,670775,NT227707,"Fountainbridge/Craiglockhart","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BW,No,55.919367,-3.237734,322743,670278,NT227702,"Fountainbridge/Craiglockhart","",1980-01-01,2002-03-01,112,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BX,Yes,55.92412,-3.237757,322751,670807,NT227708,"Fountainbridge/Craiglockhart","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BY,Yes,55.923925,-3.236615,322822,670784,NT228707,"Fountainbridge/Craiglockhart","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1BZ,Yes,55.923862,-3.2357,322879,670776,NT228707,"Fountainbridge/Craiglockhart","",1980-01-01,,84,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DA,Yes,55.92466,-3.235886,322869,670865,NT228708,"Fountainbridge/Craiglockhart","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DB,Yes,55.925092,-3.236796,322813,670914,NT228709,"Fountainbridge/Craiglockhart","",1980-01-01,,77,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DD,Yes,55.925861,-3.234468,322960,670997,NT229709,"Fountainbridge/Craiglockhart","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DE,Yes,55.921319,-3.236628,322816,670494,NT228704,"Fountainbridge/Craiglockhart","",1980-01-01,,100,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DF,Yes,55.924782,-3.238978,322676,670882,NT226708,"Fountainbridge/Craiglockhart","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DG,Yes,55.920433,-3.240279,322586,670400,NT225703,"Fountainbridge/Craiglockhart","",1980-01-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DJ,Yes,55.917998,-3.239866,322607,670128,NT226701,"Fountainbridge/Craiglockhart","",1980-01-01,,120,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DL,Yes,55.918787,-3.241811,322487,670218,NT224702,"Fountainbridge/Craiglockhart","",1980-01-01,,107,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DN,Yes,55.915472,-3.240905,322537,669848,NT225698,"Fountainbridge/Craiglockhart","",1980-01-01,,124,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DP,Yes,55.914828,-3.237877,322725,669773,NT227697,"Colinton/Fairmilehead","",1980-01-01,,129,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DQ,Yes,55.920321,-3.241204,322528,670388,NT225703,"Fountainbridge/Craiglockhart","",1980-01-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DR,Yes,55.9153,-3.241844,322478,669830,NT224698,"Fountainbridge/Craiglockhart","",1980-01-01,,120,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DS,Yes,55.913851,-3.243428,322376,669671,NT223696,"Fountainbridge/Craiglockhart","",1980-01-01,,119,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DT,Yes,55.914562,-3.242876,322412,669749,NT224697,"Fountainbridge/Craiglockhart","",1980-01-01,,118,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DU,Yes,55.914286,-3.245347,322257,669721,NT222697,"Fountainbridge/Craiglockhart","",1980-01-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DW,Yes,55.915558,-3.239484,322626,669856,NT226698,"Fountainbridge/Craiglockhart","",1980-01-01,,131,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DX,Yes,55.915157,-3.244463,322314,669817,NT223698,"Fountainbridge/Craiglockhart","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DY,Yes,55.915534,-3.245419,322255,669860,NT222698,"Fountainbridge/Craiglockhart","",1980-01-01,,108,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1DZ,Yes,55.91522,-3.248001,322093,669828,NT220698,"Fountainbridge/Craiglockhart","",1980-01-01,,104,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EA,No,55.914823,-3.234757,322920,669769,NT229697,"Colinton/Fairmilehead","",1992-07-01,1994-12-01,129,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH14 1EB,Yes,55.915391,-3.233719,322986,669831,NT229698,"Fountainbridge/Craiglockhart","",1992-02-01,,128,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1ED,Yes,55.914896,-3.234647,322927,669777,NT229697,"Colinton/Fairmilehead","",1980-01-01,,129,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EE,Yes,55.915046,-3.249228,322016,669810,NT220698,"Fountainbridge/Craiglockhart","",1980-01-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EF,Yes,55.914205,-3.246241,322201,669713,NT222697,"Fountainbridge/Craiglockhart","",1980-01-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EG,Yes,55.913098,-3.245485,322246,669589,NT222695,"Colinton/Fairmilehead","",1980-01-01,,116,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EH,Yes,55.914674,-3.243408,322379,669762,NT223697,"Fountainbridge/Craiglockhart","",1980-01-01,,116,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EJ,No,55.915166,-3.244464,322314,669818,NT223698,"Fountainbridge/Craiglockhart","",1980-01-01,1999-06-01,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EL,Yes,55.916174,-3.24432,322325,669930,NT223699,"Fountainbridge/Craiglockhart","",1980-01-01,,111,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
