Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality
EH14 1EN,Yes,55.915952,-3.243209,322394,669904,NT223699,"Fountainbridge/Craiglockhart","",1980-01-01,,115,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EP,Yes,55.916107,-3.242014,322469,669920,NT224699,"Fountainbridge/Craiglockhart","",1980-01-01,,119,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EQ,Yes,55.913464,-3.244344,322318,669629,NT223696,"Fountainbridge/Craiglockhart","",1980-01-01,,117,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1ER,Yes,55.916665,-3.2428,322421,669983,NT224699,"Fountainbridge/Craiglockhart","",1980-01-01,,115,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1ES,Yes,55.916375,-3.24487,322291,669953,NT222699,"Fountainbridge/Craiglockhart","",1980-01-01,,108,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1ET,Yes,55.916364,-3.246822,322169,669954,NT221699,"Fountainbridge/Craiglockhart","",1980-01-01,,103,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EU,Yes,55.917911,-3.247544,322127,670127,NT221701,"Fountainbridge/Craiglockhart","",1980-01-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EW,Yes,55.915398,-3.243783,322357,669843,NT223698,"Fountainbridge/Craiglockhart","",1980-01-01,,113,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EX,Yes,55.918595,-3.247053,322159,670203,NT221702,"Fountainbridge/Craiglockhart","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EY,Yes,55.919222,-3.245026,322287,670270,NT222702,"Fountainbridge/Craiglockhart","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1EZ,Yes,55.918782,-3.245011,322287,670221,NT222702,"Fountainbridge/Craiglockhart","",1980-01-01,,98,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1GZ,Yes,55.927032,-3.240842,322564,671135,NT225711,"Fountainbridge/Craiglockhart","",2018-03-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HA,Yes,55.917524,-3.246795,322173,670083,NT221700,"Fountainbridge/Craiglockhart","",1980-01-01,,99,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HB,Yes,55.916602,-3.24643,322194,669980,NT221699,"Fountainbridge/Craiglockhart","",1980-01-01,,103,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HD,Yes,55.917578,-3.244941,322289,670087,NT222700,"Fountainbridge/Craiglockhart","",1980-01-01,,105,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HE,Yes,55.916767,-3.245219,322270,669997,NT222699,"Fountainbridge/Craiglockhart","",1980-01-01,,107,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HF,Yes,55.917567,-3.243404,322385,670084,NT223700,"Fountainbridge/Craiglockhart","",1980-01-01,,110,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HG,Yes,55.917515,-3.244123,322340,670079,NT223700,"Fountainbridge/Craiglockhart","",1980-01-01,,107,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HH,Yes,55.91884,-3.242821,322424,670225,NT224702,"Fountainbridge/Craiglockhart","",1980-01-01,,103,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HJ,Yes,55.919882,-3.241894,322484,670340,NT224703,"Fountainbridge/Craiglockhart","",1980-01-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HL,Yes,55.920202,-3.242257,322462,670376,NT224703,"Fountainbridge/Craiglockhart","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HN,Yes,55.920751,-3.24221,322466,670437,NT224704,"Fountainbridge/Craiglockhart","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HP,No,55.926199,-3.241888,322497,671043,NT224710,"Fountainbridge/Craiglockhart","",1990-12-01,1998-06-01,67,Scotland,2019-02-23,"Postcode sector mean (mainly PO Boxes)"
EH14 1HQ,Yes,55.918724,-3.243633,322373,670213,NT223702,"Fountainbridge/Craiglockhart","",1980-01-01,,101,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HS,Yes,55.922075,-3.241853,322491,670584,NT224705,"Fountainbridge/Craiglockhart","",1980-01-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HT,Yes,55.923025,-3.241211,322533,670689,NT225706,"Fountainbridge/Craiglockhart","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HU,Yes,55.92271,-3.242161,322473,670655,NT224706,"Fountainbridge/Craiglockhart","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HW,Yes,55.921132,-3.24187,322488,670479,NT224704,"Fountainbridge/Craiglockhart","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HX,Yes,55.922124,-3.243246,322404,670591,NT224705,"Fountainbridge/Craiglockhart","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HY,Yes,55.921644,-3.243647,322378,670538,NT223705,"Fountainbridge/Craiglockhart","",1980-01-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1HZ,Yes,55.920454,-3.244953,322294,670407,NT222704,"Fountainbridge/Craiglockhart","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JA,Yes,55.919989,-3.24473,322307,670355,NT223703,"Fountainbridge/Craiglockhart","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JB,Yes,55.919177,-3.247664,322122,670268,NT221702,"Fountainbridge/Craiglockhart","",1980-01-01,,93,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JD,Yes,55.918511,-3.247819,322111,670194,NT221701,"Fountainbridge/Craiglockhart","",1980-01-01,,95,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JE,Yes,55.917516,-3.250251,321957,670086,NT219700,"Fountainbridge/Craiglockhart","",1980-01-01,,94,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JF,Yes,55.914307,-3.253892,321723,669733,NT217697,"Fountainbridge/Craiglockhart","",1980-01-01,,102,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JG,Yes,55.920194,-3.246673,322186,670380,NT221703,"Fountainbridge/Craiglockhart","",1980-01-01,,92,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JH,Yes,55.920987,-3.244586,322318,670466,NT223704,"Fountainbridge/Craiglockhart","",1980-01-01,,90,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JJ,Yes,55.918833,-3.249669,321996,670232,NT219702,"Fountainbridge/Craiglockhart","",2007-04-01,,91,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JL,Yes,55.928731,-3.240321,322600,671323,NT226713,"Fountainbridge/Craiglockhart","",2008-01-01,,63,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JN,Yes,55.917417,-3.249352,322013,670074,NT220700,"Fountainbridge/Craiglockhart","",2010-09-01,,96,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JP,Yes,55.922169,-3.246848,322179,670600,NT221706,"Fountainbridge/Craiglockhart","",1980-01-01,,80,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JQ,Yes,55.920165,-3.247728,322120,670378,NT221703,"Fountainbridge/Craiglockhart","",1980-01-01,,89,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JR,Yes,55.921655,-3.245216,322280,670541,NT222705,"Fountainbridge/Craiglockhart","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JS,Yes,55.921622,-3.245791,322244,670538,NT222705,"Fountainbridge/Craiglockhart","",1980-01-01,,86,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JT,Yes,55.916105,-3.248045,322092,669927,NT220699,"Fountainbridge/Craiglockhart","",1980-01-01,,101,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JU,Yes,55.916037,-3.248971,322034,669920,NT220699,"Fountainbridge/Craiglockhart","",1982-04-01,,100,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JW,Yes,55.922221,-3.246162,322222,670605,NT222706,"Fountainbridge/Craiglockhart","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JX,Yes,55.916781,-3.249987,321972,670004,NT219700,"Fountainbridge/Craiglockhart","",1982-04-01,,97,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JY,Yes,55.916851,-3.248486,322066,670010,NT220700,"Fountainbridge/Craiglockhart","",1982-04-01,,99,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1JZ,Yes,55.914175,-3.2492,322016,669713,NT220697,"Fountainbridge/Craiglockhart","",1983-03-01,,107,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LA,Yes,55.924842,-3.245542,322266,670896,NT222708,"Fountainbridge/Craiglockhart","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LB,Yes,55.925192,-3.245072,322296,670935,NT222709,"Fountainbridge/Craiglockhart","",1980-01-01,,69,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LD,Yes,55.925603,-3.244429,322337,670980,NT223709,"Fountainbridge/Craiglockhart","",2018-01-01,,68,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LE,Yes,55.926117,-3.242926,322432,671035,NT224710,"Fountainbridge/Craiglockhart","",1980-01-01,,67,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LF,Yes,55.925563,-3.240844,322561,670971,NT225709,"Fountainbridge/Craiglockhart","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LG,Yes,55.925436,-3.239207,322663,670955,NT226709,"Fountainbridge/Craiglockhart","",1980-01-01,,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LH,Yes,55.925559,-3.242108,322482,670972,NT224709,"Fountainbridge/Craiglockhart","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LJ,Yes,55.925277,-3.242515,322456,670941,NT224709,"Fountainbridge/Craiglockhart","",1980-01-01,,70,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LL,Yes,55.924618,-3.240942,322553,670866,NT225708,"Fountainbridge/Craiglockhart","",1980-01-01,,76,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LN,Yes,55.924805,-3.242964,322427,670889,NT224708,"Fountainbridge/Craiglockhart","",1980-01-01,,72,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LP,Yes,55.924331,-3.243589,322387,670837,NT223708,"Fountainbridge/Craiglockhart","",1980-01-01,,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LQ,Yes,55.924969,-3.240025,322611,670904,NT226709,"Fountainbridge/Craiglockhart","",1980-01-01,,74,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LR,Yes,55.925092,-3.246558,322203,670925,NT222709,"Fountainbridge/Craiglockhart","",1980-01-01,,68,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LS,Yes,55.92317,-3.244672,322317,670709,NT223707,"Fountainbridge/Craiglockhart","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LT,Yes,55.923911,-3.244296,322342,670791,NT223707,"Fountainbridge/Craiglockhart","",1980-01-01,,75,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LU,Yes,55.922682,-3.244479,322328,670655,NT223706,"Fountainbridge/Craiglockhart","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LW,Yes,55.924558,-3.24334,322403,670862,NT224708,"Fountainbridge/Craiglockhart","",1980-01-01,,73,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LX,Yes,55.922838,-3.243765,322373,670671,NT223706,"Fountainbridge/Craiglockhart","",1980-01-01,,83,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LY,Yes,55.923658,-3.242671,322443,670761,NT224707,"Fountainbridge/Craiglockhart","",1980-01-01,,79,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1LZ,Yes,55.923302,-3.242324,322464,670721,NT224707,"Fountainbridge/Craiglockhart","",1980-01-01,,82,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NA,Yes,55.924017,-3.239994,322611,670798,NT226707,"Fountainbridge/Craiglockhart","",1980-01-01,,81,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NB,Yes,55.923543,-3.239771,322624,670745,NT226707,"Fountainbridge/Craiglockhart","",1980-01-01,,85,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1ND,Yes,55.923131,-3.239646,322631,670699,NT226706,"Fountainbridge/Craiglockhart","",1980-01-01,,88,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NE,Yes,55.93469,-3.237534,322786,671983,NT227719,"Fountainbridge/Craiglockhart","",2000-06-01,,55,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NF,Yes,55.93477,-3.238529,322724,671993,NT227719,"Fountainbridge/Craiglockhart","",2000-06-01,,54,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NG,No,55.936343,-3.239283,322680,672169,NT226721,"Fountainbridge/Craiglockhart","",1997-07-01,1998-01-01,49,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH14 1NH,No,55.93211,-3.240269,322610,671699,NT226716,"Fountainbridge/Craiglockhart","",1994-02-01,1995-12-01,58,Scotland,2019-02-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference"
EH14 1NJ,Yes,55.92919,-3.239407,322658,671373,NT226713,"Fountainbridge/Craiglockhart","",2006-07-01,,64,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NL,Yes,55.933029,-3.237369,322793,671798,NT227717,"Fountainbridge/Craiglockhart","",1980-01-01,,59,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
EH14 1NN,Yes,55.93219,-3.235885,322884,671703,NT228717,"Fountainbridge/Craiglockhart","",1980-01-01,,63,Scotland,2019-02-23,"Within the building of the matched address closest to the postcode mean"
